gene_id,wt_4_0h_rep1,wt_4_0h_rep2,wt_4_0h_rep3,wt_4_12h_rep1,wt_4_12h_rep2,wt_4_12h_rep3,zmice1_1_4_0h_rep1,zmice1_1_4_0h_rep2,zmice1_1_4_0h_rep3,zmice1_1_4_12h_rep1,zmice1_1_4_12h_rep2,zmice1_1_4_12h_rep3
Zm00001eb181100,872,453,569,671,963,602,1995,2157,1457,990,1259,1107
Zm00001eb181150,50,53,41,33,131,32,144,138,166,62,177,62
Zm00001eb181120,107,40,94,52,135,85,166,149,219,62,160,105
Zm00001eb181130,0,0,0,2,0,2,2,0,1,0,3,3
Zm00001eb181170,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb181180,5,2,6,1,4,2,12,11,0,4,3,2
Zm00001eb181190,21,6,11,7,11,0,26,10,20,10,7,10
Zm00001eb181160,3090,2271,2877,2300,3254,3265,4817,4651,4944,2360,3452,3022
Zm00001eb181250,108,71,67,81,119,87,218,130,171,62,104,127
Zm00001eb181260,0,2,2,1,7,4,12,5,3,7,5,9
Zm00001eb181230,1012,783,985,800,1461,1030,2631,2929,2226,2233,1881,1713
Zm00001eb181270,268,83,97,66,379,165,440,203,393,246,428,366
Zm00001eb181280,50,43,38,24,47,61,51,129,81,32,39,38
Zm00001eb181290,272,200,214,249,401,307,519,541,485,285,422,286
Zm00001eb181300,69,38,83,35,90,67,70,88,122,88,94,81
Zm00001eb181310,7,5,13,11,30,8,40,15,20,14,15,34
Zm00001eb181320,130,152,182,183,212,258,459,416,324,204,311,305
Zm00001eb181330,127,70,145,51,115,124,157,174,233,107,147,104
Zm00001eb181340,38,33,56,16,50,34,71,26,98,19,77,60
Zm00001eb181350,70,51,55,84,191,83,193,131,148,112,116,71
Zm00001eb181360,61,55,74,69,109,59,108,161,139,145,121,101
Zm00001eb181400,478,519,402,325,543,336,751,556,651,406,436,740
Zm00001eb181370,7224,5611,6640,6660,8750,8493,10603,9811,9255,5439,6471,6578
Zm00001eb181420,109,69,53,112,220,154,74,30,57,169,64,131
Zm00001eb181430,642,410,585,413,911,602,876,685,1237,928,1256,1140
Zm00001eb181440,131,322,195,132,142,142,190,189,193,53,60,93
Zm00001eb181450,155,260,191,140,143,145,226,167,185,41,46,79
Zm00001eb181470,21,13,11,14,4,4,27,42,9,10,13,2
Zm00001eb181500,358,149,236,288,391,366,554,477,474,159,206,364
Zm00001eb181510,227,203,241,274,443,300,802,892,420,434,442,419
Zm00001eb181530,1938,1059,1287,1776,2564,1792,3728,2465,2667,1991,2627,2542
Zm00001eb181550,142,93,117,123,201,100,277,385,269,236,302,161
Zm00001eb181570,0,0,0,0,4,0,73,76,174,12,16,5
Zm00001eb181660,13,11,39,784,962,1538,1057,290,52,546,858,1296
Zm00001eb181650,0,0,0,0,0,0,0,0,0,14,20,18
Zm00001eb181690,74,19,61,69,45,44,161,127,208,338,275,196
Zm00001eb181730,21,33,61,37,43,33,2100,1223,59,212,90,110
Zm00001eb181740,21,33,61,37,43,33,0,1223,59,212,90,110
Zm00001eb181710,752,603,783,840,1149,999,1241,962,1308,1190,1352,1188
Zm00001eb181720,383,257,380,398,574,510,675,521,668,578,755,674
Zm00001eb181780,2,5,6,5,8,6,5,6,7,5,4,2
Zm00001eb181760,329,345,421,265,335,354,781,700,386,375,306,413
Zm00001eb181800,47,36,55,31,96,27,26,32,10,25,50,61
Zm00001eb181810,64,83,90,64,83,60,64,70,42,24,27,41
Zm00001eb181820,505,371,435,474,624,598,602,451,648,335,569,566
Zm00001eb181840,148,220,297,172,257,315,173,81,65,132,157,324
Zm00001eb181850,72,81,73,82,179,122,148,177,56,146,158,182
Zm00001eb181860,1290,1029,1459,1071,1487,1441,1769,1708,1538,1133,1158,1437
Zm00001eb181880,3037,4094,4944,7574,8654,8217,3464,2040,2606,2366,2435,3535
Zm00001eb181950,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb181940,1127,897,1065,946,1396,1010,2213,1903,1801,1017,1487,1102
Zm00001eb181960,1247,920,1193,1036,1549,1357,2119,2342,1931,1348,1713,1407
Zm00001eb181970,944,886,941,846,1364,1080,1422,1469,1336,999,1426,1122
Zm00001eb181980,96,73,99,77,198,141,141,114,157,177,128,170
Zm00001eb181990,358,231,301,195,399,334,506,590,932,297,651,322
Zm00001eb182000,1890,1570,1754,1465,2395,2056,2942,2890,2739,1535,2079,2134
Zm00001eb182050,4,10,5,21,23,7,20,11,8,13,13,39
Zm00001eb182060,2,6,4,0,10,2,9,10,2,2,2,5
Zm00001eb182010,163,82,70,130,157,140,270,369,255,158,270,220
Zm00001eb182020,4473,3107,2057,3845,5736,4902,6412,2692,5325,2134,2968,5764
Zm00001eb182070,540,433,414,484,546,494,1325,1546,1091,624,812,648
Zm00001eb182100,3,5,2,8,8,4,5,5,3,13,5,4
Zm00001eb182110,3,7,6,0,3,0,26,5,5,3,5,12
Zm00001eb182090,3354,2258,2789,2320,3716,3035,6689,9160,4264,3207,3711,3635
Zm00001eb182130,1092,1388,1103,1010,1122,1179,1723,1222,1258,629,1593,1374
Zm00001eb182230,0,5,0,4,0,5,0,0,5,0,0,0
Zm00001eb182240,1,2,0,0,2,1,0,4,0,3,2,5
Zm00001eb182250,1,3,5,0,3,3,1,4,2,7,0,4
Zm00001eb182270,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb182280,10,28,26,20,28,20,59,53,27,36,11,23
Zm00001eb182260,1215,1145,1234,895,1217,1170,1485,1435,1202,519,710,805
Zm00001eb182290,937,733,1106,317,439,348,1417,920,929,540,437,466
Zm00001eb182330,1493,1203,1564,1192,1962,1763,2451,2459,2230,1579,2055,1710
Zm00001eb182390,0,0,1,1,2,1,5,4,1,1,3,1
Zm00001eb182400,0,1,0,1,9,2,3,0,3,3,4,3
Zm00001eb182410,0,2,2,2,11,9,8,4,4,12,6,4
Zm00001eb182420,0,0,1,2,3,1,4,4,2,3,3,2
Zm00001eb182430,0,0,1,2,7,3,10,1,3,15,13,4
Zm00001eb182380,9591,9306,11348,11709,15104,15842,11894,9895,9370,7572,7876,10354
Zm00001eb182480,41,26,11,0,138,0,49,11,5,5,15,4
Zm00001eb182470,118,206,246,218,335,277,271,170,176,341,413,600
Zm00001eb182500,0,0,0,0,0,0,37,39,45,17,7,6
Zm00001eb182490,2248,2138,2282,1360,2200,2098,2161,1563,1728,957,1266,1461
Zm00001eb182460,9479,9252,8199,10841,14483,15574,10654,7438,9126,8919,10665,12843
Zm00001eb182510,8,0,0,0,0,0,34,25,114,32,18,3
Zm00001eb182550,495,419,317,244,516,318,736,658,972,384,825,624
Zm00001eb182590,67,32,26,20,72,65,74,75,174,61,114,81
Zm00001eb182610,169,135,148,66,95,147,208,91,129,23,42,131
Zm00001eb182540,5518,4915,5672,4476,6070,6695,8705,6807,6852,3394,3960,5374
Zm00001eb182620,16,15,26,43,43,54,71,50,36,24,34,45
Zm00001eb182650,33,0,4,11,29,21,61,24,41,99,16,20
Zm00001eb182660,943,699,849,476,1054,929,1510,1382,1168,1121,1286,938
Zm00001eb182680,188,68,143,75,307,247,422,470,449,244,467,290
Zm00001eb182690,138,91,140,284,418,274,793,1193,412,343,288,318
Zm00001eb182730,1684,1081,1090,1926,2807,1192,5913,4029,2429,1847,2373,3655
Zm00001eb182740,157,47,82,124,187,181,456,286,201,294,205,361
Zm00001eb182750,199,84,76,128,170,203,367,267,355,167,284,406
Zm00001eb182770,651,432,374,261,641,394,1083,1203,844,413,430,413
Zm00001eb182790,3,4,2,3,6,4,6,4,7,5,0,5
Zm00001eb182800,0,0,0,0,0,0,0,0,0,8,0,0
Zm00001eb182810,3,0,0,0,8,8,8,5,0,5,0,15
Zm00001eb182780,2967,1300,2153,2287,2259,3615,5955,5165,4741,3943,3186,4256
Zm00001eb182850,106,83,140,99,211,90,238,204,178,208,244,231
Zm00001eb182830,251,247,256,152,369,360,426,378,430,255,289,241
Zm00001eb182820,3947,3242,3964,2873,4168,4174,5359,4823,4590,2526,3227,3662
Zm00001eb182900,1624,1843,1469,951,1620,1592,2699,2102,1923,1393,1457,1219
Zm00001eb182930,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb182920,20,7,0,34,35,44,52,96,0,42,8,38
Zm00001eb182980,313,167,206,519,807,1049,800,1177,558,829,861,1523
Zm00001eb182990,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb182940,6833,6562,7453,7648,12934,10159,9149,10590,8259,6143,7356,6409
Zm00001eb183090,0,0,0,0,0,1,0,2,0,3,0,0
Zm00001eb183010,311,198,267,195,377,363,613,545,781,478,836,796
Zm00001eb183100,413,453,385,332,519,429,600,614,708,449,637,621
Zm00001eb183150,0,0,0,0,3,0,15,2,20,10,9,3
Zm00001eb183160,218,199,171,39,91,56,524,380,364,97,81,84
Zm00001eb183170,398,611,343,699,1976,594,823,424,466,410,504,686
Zm00001eb183200,157,325,341,47,147,101,328,245,278,123,105,93
Zm00001eb183210,211,306,201,83,156,165,391,297,222,102,106,149
Zm00001eb183190,2892,1299,1284,965,1993,1114,8535,5126,4820,4330,2010,2307
Zm00001eb183220,965,1009,1132,859,1519,966,1341,477,1165,429,520,785
Zm00001eb183230,8,0,3,0,23,10,0,0,0,6,8,6
Zm00001eb183250,160,142,74,73,98,54,230,221,232,117,113,126
Zm00001eb183260,0,0,0,0,7,0,16,0,0,0,0,3
Zm00001eb183270,146,124,136,126,265,171,424,298,296,185,232,253
Zm00001eb183280,13,49,51,24,84,38,115,95,51,67,33,79
Zm00001eb183290,8,1,5,5,7,2,5,0,0,2,4,26
Zm00001eb183310,10,0,7,0,0,4,41,29,81,4,4,18
Zm00001eb183320,2040,1962,2000,2745,3925,3696,2523,1819,2066,1986,2378,2726
Zm00001eb183340,192,194,166,89,281,138,368,436,512,209,290,234
Zm00001eb183350,69,56,64,36,40,61,99,130,51,16,23,59
Zm00001eb183370,3279,2674,3058,2439,3306,3464,3889,3714,3282,3464,3264,2622
Zm00001eb183380,527,332,460,328,531,508,790,471,820,1145,1084,981
Zm00001eb183400,300,215,337,155,181,221,576,348,311,80,158,351
Zm00001eb183390,1990,1287,1966,1837,2274,2453,3402,5487,3301,1836,4016,3068
Zm00001eb183450,5,0,17,13,17,15,6,19,20,23,12,29
Zm00001eb183430,220,72,136,83,264,160,335,303,334,219,302,359
Zm00001eb183440,0,0,0,11,0,0,3,0,0,4,0,0
Zm00001eb183420,634,395,431,434,904,525,1159,815,1159,768,837,971
Zm00001eb183410,864,315,413,507,839,575,1367,990,1518,780,1040,1313
Zm00001eb183460,4172,3028,3752,4507,5430,5917,5932,6233,4883,4214,4679,4690
Zm00001eb183470,0,0,0,4,32,10,5,22,6,6,18,3
Zm00001eb183490,747,492,710,358,857,568,1010,864,861,689,744,708
Zm00001eb183500,21,31,36,30,38,32,50,31,35,20,23,39
Zm00001eb183510,1,0,0,0,1,0,0,1,1,1,3,1
Zm00001eb183540,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb183530,351,311,351,265,426,461,389,235,368,480,541,441
Zm00001eb183560,0,0,11,4,0,8,8,8,18,5,4,5
Zm00001eb183580,429,192,337,146,480,328,505,476,644,306,509,334
Zm00001eb183590,882,776,823,759,1209,823,1360,1537,1148,860,942,998
Zm00001eb183600,1012,878,687,923,1453,1417,1342,820,1180,570,729,1064
Zm00001eb183640,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb183610,1949,942,1281,1117,1937,1107,3844,3524,3010,2345,2369,2547
Zm00001eb183650,5,0,6,8,2,6,9,10,15,4,11,15
Zm00001eb183660,131,127,106,131,273,151,257,154,151,82,145,224
Zm00001eb183670,30,34,41,76,56,35,88,55,44,32,34,59
Zm00001eb183680,117,145,149,97,153,90,262,181,118,49,40,129
Zm00001eb183690,160,40,94,165,216,111,684,347,347,289,142,349
Zm00001eb183730,0,0,0,0,0,0,0,0,0,4,0,2
Zm00001eb183740,21,13,16,18,19,11,12,38,0,37,27,29
Zm00001eb183750,255,112,172,260,504,248,660,461,376,294,362,469
Zm00001eb183710,874,387,757,7761,9782,14064,5045,3014,1832,9258,8463,9604
Zm00001eb183760,1408,944,1365,2014,3197,2248,2576,2149,2272,1788,2730,3126
Zm00001eb183770,10409,8878,8838,9124,12314,11847,14557,8094,9705,4510,7599,8634
Zm00001eb183820,35,0,3,12,12,19,71,65,25,148,17,352
Zm00001eb183780,2065,1768,2185,1773,3181,3033,3157,3474,2976,2974,3191,3540
Zm00001eb183860,54,17,22,27,46,63,231,306,177,72,157,127
Zm00001eb183830,2429,1679,2077,1691,3271,2623,3597,2650,3311,3082,2917,2220
Zm00001eb183890,0,0,0,0,0,0,0,0,4,0,0,0
Zm00001eb183900,10,7,21,12,18,6,21,10,17,5,4,7
Zm00001eb183910,15,55,35,20,26,80,11,11,48,34,59,77
Zm00001eb183940,0,0,0,0,0,2,3,3,4,9,0,4
Zm00001eb183880,1593,1531,1615,1080,2069,1724,1834,1770,1659,1433,1849,1650
Zm00001eb183960,16,0,0,0,0,0,0,10,1,0,0,0
Zm00001eb183950,334,122,215,108,268,211,1226,1183,919,223,298,446
Zm00001eb183980,0,0,0,0,0,0,8,0,0,0,0,0
Zm00001eb183970,852,632,785,501,734,544,1073,874,1209,569,822,637
Zm00001eb184010,13,8,8,26,29,25,75,52,9,54,14,22
Zm00001eb184000,142,183,199,188,343,307,376,516,1284,606,1413,563
Zm00001eb184040,263,181,267,207,309,305,408,365,397,270,397,311
Zm00001eb184050,204,122,175,71,107,69,392,289,301,126,203,176
Zm00001eb184070,810,227,268,401,996,439,2217,2791,1886,1572,1295,931
Zm00001eb184080,1156,717,696,511,1447,898,1449,1011,1808,931,995,815
Zm00001eb184090,232,241,338,116,178,211,327,317,401,273,345,309
Zm00001eb184100,455,292,519,320,572,399,727,740,933,492,718,539
Zm00001eb184110,3699,3913,3876,6119,7844,6071,7289,4959,4568,3362,3816,7213
Zm00001eb184120,503,409,516,606,1000,590,1007,640,621,451,507,919
Zm00001eb184130,12,12,17,26,36,22,44,23,20,14,20,41
Zm00001eb184150,1268,875,1152,1584,2523,1819,1750,1287,2018,1120,1658,1323
Zm00001eb184290,564,472,393,247,534,372,728,676,622,298,483,513
Zm00001eb184310,244,81,125,139,121,204,389,256,523,279,337,493
Zm00001eb184330,4,7,2,0,4,2,0,2,8,2,4,4
Zm00001eb184320,2613,2356,3635,1566,2403,2126,4446,4922,5119,2690,3075,1940
Zm00001eb184340,453,488,424,556,756,421,1590,819,953,535,647,1080
Zm00001eb184360,12,0,8,0,39,9,22,17,41,6,14,39
Zm00001eb184370,4,9,20,10,30,8,15,16,8,12,5,15
Zm00001eb184400,6,4,11,11,17,9,7,20,15,2,5,10
Zm00001eb184180,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb184190,0,0,0,0,0,0,0,3,0,0,0,0
Zm00001eb184210,0,2,5,0,0,5,5,5,0,0,0,3
Zm00001eb184160,1565,1514,1478,1328,2327,1892,2310,2005,2031,1214,1658,1930
Zm00001eb184170,80,113,89,98,137,106,99,102,69,94,89,97
Zm00001eb184200,20,28,8,7,19,28,29,86,54,11,13,30
Zm00001eb184220,5,8,7,6,9,15,19,42,23,5,6,6
Zm00001eb184230,5,5,0,0,6,0,16,13,8,29,19,8
Zm00001eb184240,1824,1437,1523,1434,2098,1727,2550,2554,2570,1779,1968,1724
Zm00001eb184410,779,616,788,431,838,511,1397,1332,1415,870,1146,824
Zm00001eb184430,23,2,15,4,13,6,66,78,35,11,23,45
Zm00001eb184440,4,0,3,0,0,0,4,5,0,4,0,6
Zm00001eb184420,6536,7947,8737,6384,8282,9129,5827,3769,4186,2711,3981,4023
Zm00001eb184450,2642,2108,2404,2312,4013,3686,3327,2964,4192,3770,5033,3495
Zm00001eb184460,0,0,41,33,53,57,69,73,57,83,99,56
Zm00001eb184480,250,130,127,278,297,317,289,306,362,228,462,294
Zm00001eb184490,134,83,94,65,156,79,307,277,542,172,348,338
Zm00001eb184500,609,555,554,418,846,648,587,651,687,392,411,529
Zm00001eb184510,1745,1077,1029,1308,2501,1606,2184,1409,2212,1113,1585,1697
Zm00001eb184520,638,930,682,1223,1766,947,1162,752,723,540,705,1138
Zm00001eb184530,8,5,0,16,49,39,23,24,16,26,0,12
Zm00001eb184550,12,16,24,8,34,20,29,32,33,18,17,15
Zm00001eb184540,1054,777,844,852,1434,1194,1751,1187,1581,1692,2031,1649
Zm00001eb184470,17362,18544,20235,22370,37456,42016,72239,77219,42484,77873,70603,57923
Zm00001eb184560,2123,1725,1990,1726,3092,2322,2708,2546,2691,2452,3074,2625
Zm00001eb184570,550,594,515,602,723,716,798,523,441,345,444,467
Zm00001eb184590,0,0,4,0,0,0,0,0,0,0,0,0
Zm00001eb184610,4,0,8,4,0,8,133,45,59,42,153,155
Zm00001eb184600,3245,2733,3167,2422,2712,3733,4751,4552,3741,2120,3098,2996
Zm00001eb184650,304,469,460,134,173,166,577,250,141,66,42,61
Zm00001eb184620,247,246,294,452,674,507,331,355,321,251,376,280
Zm00001eb184630,501,346,500,509,794,558,2261,1579,1117,753,818,1002
Zm00001eb184660,11,14,0,0,5,0,34,3,3,3,4,4
Zm00001eb184750,272,315,200,44,68,54,527,324,303,92,47,160
Zm00001eb184680,4,10,8,0,7,8,25,4,20,0,0,5
Zm00001eb184690,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb184700,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb184670,1863,2680,2394,787,1472,1170,2601,2104,2218,381,382,654
Zm00001eb184710,3300,3955,3979,2029,2420,2928,2709,2510,1718,424,277,979
Zm00001eb184720,1051,1156,1052,177,258,290,786,758,304,70,26,145
Zm00001eb184730,1241,1601,1329,278,436,556,1188,909,388,117,95,255
Zm00001eb184760,381,440,279,69,83,76,775,491,450,139,59,195
Zm00001eb184790,123,111,142,68,129,101,207,156,140,98,76,154
Zm00001eb184800,135,92,113,42,116,89,177,124,145,98,123,103
Zm00001eb184820,0,0,0,8,3,6,0,0,0,10,0,16
Zm00001eb184840,7,22,4,7,36,14,28,6,20,0,10,21
Zm00001eb184850,1090,621,858,766,1237,982,1338,1474,1351,700,1116,1237
Zm00001eb184870,38,25,30,14,53,37,168,189,158,44,118,40
Zm00001eb184880,6,6,4,0,6,4,10,8,0,8,8,6
Zm00001eb184920,53,28,293,69,74,42,388,141,149,73,50,71
Zm00001eb184930,174,113,105,144,264,94,447,342,348,162,241,425
Zm00001eb184950,0,0,0,0,0,0,0,0,0,2,0,0
Zm00001eb184940,24,27,40,10,19,0,175,95,189,75,32,31
Zm00001eb184960,0,0,0,0,0,1,0,0,0,0,0,0
Zm00001eb185020,115,89,93,35,41,63,313,212,138,113,48,165
Zm00001eb185050,0,0,0,0,0,0,0,0,0,0,4,0
Zm00001eb185040,0,0,0,8,4,0,63,57,4,27,3,3
Zm00001eb185030,4918,3635,4598,3946,6855,6124,7928,7118,10837,5979,10751,6946
Zm00001eb185080,439,297,358,317,359,398,636,594,562,371,349,473
Zm00001eb185070,2774,2321,2846,2600,4130,3935,3594,3775,3557,2637,3186,3136
Zm00001eb185110,0,16,12,0,0,0,4,9,0,4,4,0
Zm00001eb185190,282,361,324,313,506,417,427,339,512,389,320,404
Zm00001eb185090,2306,2157,2686,2097,3428,3560,3431,3553,3098,5122,5634,5087
Zm00001eb185100,1862,1452,1124,2053,2356,3148,4241,3391,2092,2462,1809,2863
Zm00001eb185200,129,145,105,6791,9822,5478,1340,384,441,2275,1997,7298
Zm00001eb185210,0,0,0,31,44,30,0,0,0,18,41,29
Zm00001eb185220,134,12,35,63,88,75,292,271,1068,485,778,411
Zm00001eb185240,776,227,235,488,883,669,3230,1487,2101,2648,2219,4440
Zm00001eb185270,0,0,0,0,0,0,0,0,9,0,0,0
Zm00001eb185260,531,160,198,226,385,370,1885,1617,4042,407,1118,731
Zm00001eb185250,3694,1410,1753,1751,2415,1196,16744,13821,13420,4119,5443,3431
Zm00001eb185290,909,680,814,1602,1942,1537,1851,1137,902,925,1309,1815
Zm00001eb185300,8103,6390,5100,3866,5026,2267,10488,9787,11943,2084,3303,2820
Zm00001eb185320,0,0,0,0,0,3,0,0,5,2,0,0
Zm00001eb185310,1185,737,853,627,1294,877,2963,2480,2176,2058,1664,1401
Zm00001eb185330,407,310,469,250,557,302,1537,1568,1219,993,952,618
Zm00001eb185340,2402,2373,2714,1768,2136,2321,4154,4101,3385,2119,2399,2304
Zm00001eb185380,78,81,120,38,52,39,167,192,114,59,35,36
Zm00001eb185350,696,563,594,344,603,594,885,844,845,483,529,537
Zm00001eb185360,23,23,23,17,35,8,28,28,22,27,16,40
Zm00001eb185370,402,440,404,331,541,448,564,631,567,404,395,428
Zm00001eb185390,770,361,825,516,490,583,1821,1986,1684,1295,1044,1336
Zm00001eb185420,18,15,16,139,161,146,31,43,23,56,96,77
Zm00001eb185430,12,10,8,162,107,127,19,0,13,20,68,93
Zm00001eb185450,4194,4134,3659,4263,5606,4416,9464,6210,5586,2346,3683,5235
Zm00001eb185480,0,0,0,0,60,65,81,0,0,0,0,0
Zm00001eb185470,479,627,691,564,684,836,567,507,363,538,545,718
Zm00001eb185400,63801,24332,34582,30828,44796,51471,116515,88394,98797,86262,90292,105909
Zm00001eb185560,3,0,0,0,0,0,97,59,114,11,2,11
Zm00001eb185550,996,851,789,702,946,817,1399,1381,1433,730,872,1100
Zm00001eb185570,242,187,137,110,250,155,454,378,505,148,367,274
Zm00001eb185510,2045,1576,1895,1886,2654,2409,3511,3121,3147,1818,2678,2440
Zm00001eb185520,56,24,43,72,56,46,54,50,51,51,41,58
Zm00001eb185530,613,379,497,287,475,499,665,543,893,320,528,567
Zm00001eb185540,1710,944,1381,965,2109,1714,3027,3546,4137,2305,3732,2542
Zm00001eb185580,36,78,57,43,39,63,23,56,139,30,30,36
Zm00001eb185590,868,1017,933,486,809,622,1765,996,1204,921,769,1209
Zm00001eb185600,180,202,257,133,140,181,584,319,284,267,214,329
Zm00001eb185610,937,471,543,364,533,386,1248,1158,1682,542,867,666
Zm00001eb185620,782,545,725,660,1014,851,1410,1179,1403,610,737,1055
Zm00001eb185630,933,834,1124,959,1481,1266,1148,1232,874,811,916,1005
Zm00001eb185650,104,38,64,35,84,27,96,101,169,54,88,68
Zm00001eb185640,523,512,450,429,663,727,923,672,767,676,593,595
Zm00001eb185670,1694,2383,1724,1519,1610,1700,3813,1951,2505,499,561,2038
Zm00001eb185680,26,3,11,0,0,4,168,47,107,37,5,25
Zm00001eb185690,959,1779,1410,1331,1525,1895,1279,838,916,505,676,792
Zm00001eb185710,11,16,7,11,8,15,23,20,10,18,9,9
Zm00001eb185720,6,4,0,1,5,12,13,15,3,6,5,10
Zm00001eb185700,1179,1230,1042,1354,1459,1737,1545,1591,1199,721,1042,1049
Zm00001eb185750,1,0,0,0,7,0,8,11,4,3,0,2
Zm00001eb185760,0,0,0,0,12,0,0,0,13,4,8,0
Zm00001eb185730,693,401,475,531,1022,638,1206,1520,1376,706,1177,915
Zm00001eb185780,169,122,148,134,164,179,419,245,302,135,254,229
Zm00001eb185770,312,298,306,116,307,247,761,618,621,369,348,400
Zm00001eb185800,962,587,639,663,810,776,2865,1545,1692,1014,1311,1713
Zm00001eb185840,411,525,549,633,1162,940,220,105,86,24,60,253
Zm00001eb185830,271,291,1033,44,105,248,1357,1024,1160,364,679,804
Zm00001eb185880,3,0,0,0,0,8,0,19,10,3,0,12
Zm00001eb185920,12,14,9,13,16,10,71,53,55,62,69,70
Zm00001eb185940,21,6,16,10,29,4,47,6,34,17,21,19
Zm00001eb185930,2196,1507,1834,1221,1879,1953,2891,2655,2712,1425,1735,1843
Zm00001eb185950,13160,11182,12023,12965,20676,12504,15353,10006,12297,6714,8565,11243
Zm00001eb185970,54,79,35,52,94,27,147,127,121,64,72,95
Zm00001eb185960,611,476,445,360,628,520,1280,1527,1418,835,1159,1115
Zm00001eb185990,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb185980,2383,2640,2741,2797,3793,3909,1900,1519,1404,1211,1370,1607
Zm00001eb186060,0,16,0,0,0,0,0,0,16,0,7,0
Zm00001eb186070,44,16,75,259,361,353,197,70,41,242,267,569
Zm00001eb186000,2511,2319,2803,2512,3879,3714,3402,3444,3394,2274,2740,2875
Zm00001eb186080,5,7,0,0,0,0,0,0,0,0,0,0
Zm00001eb186090,120,235,108,78,132,109,238,187,152,93,126,204
Zm00001eb186110,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb186100,5217,3569,4255,2668,4485,3395,8619,8092,7012,4066,4234,5020
Zm00001eb186140,23,27,60,15,51,45,145,102,107,68,66,60
Zm00001eb186120,1663,1369,1407,1146,1639,1275,1870,2171,1601,712,972,1257
Zm00001eb186130,2608,1983,2340,2174,3654,2822,4793,4639,4602,3167,4281,3376
Zm00001eb186150,116,45,232,471,795,1114,635,476,192,688,724,976
Zm00001eb186180,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb186170,66,0,15,19,32,32,169,106,103,105,215,179
Zm00001eb186190,20,14,16,35,53,75,49,33,8,73,16,70
Zm00001eb186200,49,57,30,20,35,19,473,332,238,90,123,63
Zm00001eb186210,0,0,8,0,6,11,21,34,15,8,12,8
Zm00001eb186220,1298,1208,1262,1612,1765,1999,2348,1822,1456,1069,1284,1573
Zm00001eb186250,529,370,452,288,516,387,1384,1216,1421,934,602,494
Zm00001eb186280,8,0,12,27,4,12,0,4,23,32,15,58
Zm00001eb186240,13537,13747,14067,12089,15784,17337,16248,12999,13520,7908,10729,11230
Zm00001eb186230,12,14,10,17,4,10,10,22,11,2,3,6
Zm00001eb186290,184,115,201,191,304,311,377,349,279,415,274,319
Zm00001eb186310,148,88,72,183,221,130,251,173,238,75,64,141
Zm00001eb186320,5251,3053,4360,3882,7875,6163,8620,8170,8249,7981,7180,6725
Zm00001eb186370,45,40,21,7,31,6,163,134,84,43,30,56
Zm00001eb186380,65,0,0,0,0,0,598,219,58,75,8,31
Zm00001eb186350,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb186330,1542,1440,1786,1545,2532,2256,2485,2385,2238,2340,3054,2715
Zm00001eb186340,20,5,3,85,69,72,42,9,8,42,19,66
Zm00001eb186400,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb186420,28,28,20,186,202,260,179,47,31,93,123,220
Zm00001eb186430,0,3,0,0,0,0,0,13,0,0,2,0
Zm00001eb186440,10,4,4,13,12,13,0,4,0,4,8,8
Zm00001eb186470,0,0,0,1,0,0,0,0,0,1,0,0
Zm00001eb186480,10,0,17,4,4,3,0,0,0,4,0,0
Zm00001eb186450,1198,891,1031,794,1363,1234,1726,1729,1911,1069,1269,1006
Zm00001eb186460,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb186490,63,53,76,62,98,101,123,84,92,6,4,60
Zm00001eb186530,14,4,4,5,16,26,22,6,10,20,34,35
Zm00001eb186540,94,103,164,173,180,231,154,117,167,78,81,136
Zm00001eb186550,13,0,0,7,0,0,52,6,33,25,57,79
Zm00001eb186590,5,4,0,0,0,0,64,4,14,19,6,9
Zm00001eb186600,37,12,43,48,83,57,88,72,89,39,32,122
Zm00001eb186610,33,13,0,21,59,26,94,78,83,66,118,67
Zm00001eb186670,71,48,52,23,33,18,117,148,121,25,37,33
Zm00001eb186660,1017,710,889,1000,1491,1212,1698,1108,1478,1040,1252,1210
Zm00001eb186700,77,74,28,34,94,21,163,148,89,80,64,82
Zm00001eb186710,0,0,0,6,7,0,21,27,14,0,12,14
Zm00001eb186750,0,0,0,0,0,0,7,0,3,0,0,0
Zm00001eb186560,4386,1871,3508,4200,5120,3999,9799,8436,5699,3150,3612,6901
Zm00001eb186570,18090,15280,12534,17389,23302,14467,40667,34686,23882,14856,16118,29251
